DATE,TMIN,TMAX,PREC,WATERTABLE
2018-10-27,14.2,24.6,0,2.45
2018-10-28,13.3,22.6,1.5,2.45
2018-10-29,14.3,21.4,39.9,2.45
2018-10-30,9.4,18.2,3.7,2.357
2018-10-31,7.7,19.9,0,2.334
2018-11-01,12.7,17.4,12,2.333
2018-11-02,12.7,14.9,8.3,2.295
2018-11-03,13,16.6,0,2.263
2018-11-04,12,16.7,4.8,2.26
2018-11-05,14.6,20.6,0.3,2.244
2018-11-06,13.1,19.2,0.3,2.242
2018-11-07,12.5,19.2,0.2,2.238
2018-11-08,9.2,21.1,0,2.236
2018-11-09,7.9,17.8,0.2,2.234
2018-11-10,12.3,14.9,0,2.232
2018-11-11,11.4,19.1,0,2.228
2018-11-12,12.8,15.9,0,2.226
2018-11-13,12.3,19.1,0,2.223
2018-11-14,8.9,16.1,0.2,2.221
2018-11-15,7.4,15.1,0.2,2.217
2018-11-16,5.5,14.4,0.1,2.214
2018-11-17,4.1,13.3,0,2.21
2018-11-18,0.6,11.4,0,2.207
2018-11-19,1.7,7.5,5.5,2.204
2018-11-20,3.8,5.6,9.3,2.189
2018-11-21,3.5,10.8,0,2.147
2018-11-22,5.9,11.8,0.2,2.144
2018-11-23,5,10.9,7.7,2.14
2018-11-24,9.2,12,4.8,2.098
2018-11-25,8.8,9.7,5.4,2.085
2018-11-26,5.2,13.7,0.2,2.057
2018-11-27,6.9,13.5,0,2.053
2018-11-28,2,13.1,0,2.048
2018-11-29,-0.3,9,0,2.046
2018-11-30,-1.5,5.5,0.2,2.042
2018-12-01,2.6,7.7,0,2.038
2018-12-02,4.2,6.8,0,2.034
2018-12-03,4.8,10.9,0,2.03
2018-12-04,1.4,12.3,0.1,2.026
2018-12-05,-0.5,9.8,0.2,2.023
2018-12-06,5.7,8.3,0,2.019
2018-12-07,2.5,9.7,0.1,2.013
2018-12-08,1.1,14.2,1.2,2.01
2018-12-09,-1.3,8.3,0.1,2.001
2018-12-10,1.4,12,0,1.996
2018-12-11,-2.3,11.3,0,1.993
2018-12-12,-3.9,8.2,0,1.99
2018-12-13,-1.4,4.5,2.8,1.986
2018-12-14,-2.1,6.6,0.2,1.978
2018-12-15,-4,5.3,0,1.974
2018-12-16,-4.3,2.1,0,1.97
2018-12-17,-1.4,1.7,9.7,1.965
2018-12-18,-4.1,1.1,0.5,1.93
2018-12-19,-3,0.6,0.7,1.92
2018-12-20,-0.7,3.5,4.3,1.908
2018-12-21,-2.8,4.8,0.2,1.89
2018-12-22,0.8,6.8,0,1.884
2018-12-23,2.9,5.3,0,1.88
2018-12-24,2.3,5.6,0,1.876
2018-12-25,2.6,4.1,0.2,1.872
2018-12-26,-0.2,3,0.1,1.867
2018-12-27,-0.3,1.4,0.1,1.862
2018-12-28,-2,6.6,0.1,1.858
2018-12-29,-2.9,8.4,0.2,1.854
2018-12-30,-1.6,8.6,0.3,1.851
2018-12-31,-2.3,10.8,0.2,1.847
